1,frame_number,Time,avg_u,avg_v,feature_matching
601,600,20.775081967213115,30.434,-4.785,81
602,601,20.809707103825136,24.54,0.16,68
603,602,20.844332240437158,17.302,-1.06,65
604,603,20.87895737704918,12.896,-1.25,66
605,604,20.9135825136612,16.552,-1.299,70
606,605,20.948207650273226,25.611,-2.783,68
607,606,20.982832786885247,28.577,0.277,70
608,607,21.01745792349727,30.134,-1.421,72
609,608,21.05208306010929,24.661,0.788,67
610,609,21.08670819672131,17.102,-2.168,77
611,610,21.121333333333332,13.919,-3.095,80
612,611,21.155958469945354,15.356,-1.658,77
613,612,21.19058360655738,19.389,-3.794,74
614,613,21.2252087431694,28.451,0.362,65
615,614,21.25983387978142,30.495,-1.838,70
616,615,21.294459016393443,25.148,-2.244,74
617,616,21.329084153005464,17.445,-3.798,76
618,617,21.363709289617486,13.598,-2.099,79
619,618,21.398334426229507,15.168,-1.545,71
620,619,21.432959562841532,20.908,-1.09,56
621,620,21.467584699453553,27.121,-0.855,81
622,621,21.502209836065575,31.068,-1.953,76
623,622,21.536834972677596,25.294,-2.143,68
624,623,21.571460109289617,19.082,-1.336,69
625,624,21.60608524590164,14.011,-1.255,73
626,625,21.64071038251366,14.011,-1.865,77
627,626,21.67533551912568,20.036,-2.968,78
628,627,21.709960655737707,27.121,-0.267,81
629,628,21.744585792349728,29.147,-2.491,71
630,629,21.77921092896175,26.598,0.64,62
631,630,21.81383606557377,19.634,-1.618,77
632,631,21.848461202185792,14.142,-1.233,74
633,632,21.883086338797813,14.528,-1.403,74
634,633,21.917711475409835,19.365,-2.521,65
635,634,21.95233661202186,26.161,0.134,76
636,635,21.98696174863388,29.377,-0.716,72
637,636,22.021586885245902,26.524,-1.462,70
638,637,22.056212021857924,20.344,-3.309,75
639,638,22.090837158469945,13.98,-2.52,78
640,639,22.125462295081967,13.29,-4.23,75
641,640,22.160087431693988,20.587,-1.416,79
642,641,22.19471256830601,27.773,0.731,70
643,642,22.229337704918034,29.747,-2.234,71
644,643,22.263962841530056,26.349,-3.289,79
645,644,22.298587978142077,21.118,-2.233,76
646,645,22.3332131147541,13.859,-2.35,63
647,646,22.36783825136612,15.196,-1.232,68
648,647,22.40246338797814,19.892,-1.566,76
649,648,22.437088524590163,26.843,-0.475,79
650,649,22.471713661202187,28.618,-2.378,71
651,650,22.50633879781421,27.577,-1.0,72
652,651,22.54096393442623,21.275,-1.102,73
653,652,22.57558907103825,16.04,-0.687,69
654,653,22.610214207650273,14.235,-1.398,74
655,654,22.644839344262294,18.638,-2.153,85
656,655,22.679464480874316,25.792,-4.351,77
657,656,22.71408961748634,28.316,0.645,74
658,657,22.748714754098362,26.963,-0.972,84
659,658,22.783339890710383,21.576,-1.974,77
660,659,22.817965027322405,16.008,-1.37,70
661,660,22.852590163934426,12.006,-3.29,77
662,661,22.887215300546448,19.063,-2.49,72
663,662,22.92184043715847,22.603,-2.888,76
664,663,22.95646557377049,27.861,-1.875,77
665,664,22.991090710382515,28.911,-2.784,64
666,665,23.025715846994537,22.5,-0.856,66
667,666,23.060340983606558,15.148,-3.202,66
668,667,23.09496612021858,14.39,-1.336,76
669,668,23.1295912568306,16.806,-5.18,70
670,669,23.164216393442622,22.848,-2.319,77
671,670,23.198841530054644,28.301,-3.212,84
672,671,23.23346666666667,29.184,-0.63,70
673,672,23.26809180327869,21.965,-2.525,70
674,673,23.30271693989071,15.969,-1.179,72
675,674,23.337342076502733,12.69,-2.011,79
676,675,23.371967213114754,18.314,-2.28,76
677,676,23.406592349726775,22.549,-2.685,67
678,677,23.441217486338797,27.739,-2.319,82
679,678,23.475842622950818,26.992,-2.798,73
680,679,23.510467759562843,21.803,-0.041,67
681,680,23.545092896174864,17.361,-1.665,69
682,681,23.579718032786886,14.124,-0.608,73
683,682,23.614343169398907,18.332,-2.251,69
684,683,23.64896830601093,24.625,-1.576,71
685,684,23.68359344262295,27.209,-2.357,73
686,685,23.71821857923497,29.491,-1.998,71
687,686,23.752843715846996,22.835,-2.764,73
688,687,23.787468852459018,16.674,-3.661,72
689,688,23.82209398907104,12.686,-2.307,67
690,689,23.85671912568306,18.148,-2.213,69
691,690,23.891344262295082,22.071,-2.423,68
692,691,23.925969398907103,29.055,-1.416,68
693,692,23.960594535519125,29.071,-1.267,79
694,693,23.995219672131146,23.421,-1.105,80
695,694,24.02984480874317,17.482,-1.47,76
696,695,24.064469945355192,14.282,-2.425,71
697,696,24.099095081967214,16.205,-1.721,74
698,697,24.133720218579235,20.953,-4.927,60
699,698,24.168345355191256,26.976,-1.556,67
700,699,24.202970491803278,28.651,-2.514,79
701,700,24.2375956284153,23.858,-0.944,73
702,701,24.272220765027324,18.965,-2.365,79
703,702,24.306845901639345,12.376,-3.84,66
704,703,24.341471038251367,16.68,-1.086,72
705,704,24.376096174863388,20.628,-2.359,67
706,705,24.41072131147541,28.571,-1.289,67
707,706,24.44534644808743,28.231,-1.03,73
708,707,24.479971584699452,24.145,0.604,70
709,708,24.514596721311477,18.15,-1.331,76
710,709,24.5492218579235,14.242,-1.299,71
711,710,24.58384699453552,15.606,-1.014,79
712,711,24.61847213114754,20.6,-2.237,75
713,712,24.653097267759563,27.63,0.073,78
714,713,24.687722404371584,29.045,-1.316,81
715,714,24.722347540983606,22.298,-2.144,69
716,715,24.756972677595627,17.336,-4.092,70
717,716,24.791597814207652,14.752,-1.505,77
718,717,24.826222950819673,15.574,-1.58,72
719,718,24.860848087431695,21.776,-4.064,66
720,719,24.895473224043716,24.978,-0.272,68
721,720,24.930098360655737,28.237,0.94,74
722,721,24.96472349726776,27.407,-2.644,78
723,722,24.99934863387978,18.484,-2.081,76
724,723,25.033973770491805,15.433,-2.317,76
725,724,25.068598907103826,15.709,-2.04,75
726,725,25.103224043715848,19.104,-3.763,72
727,726,25.13784918032787,26.691,0.124,66
728,727,25.17247431693989,27.031,-2.315,78
729,728,25.207099453551912,26.013,-1.411,69
730,729,25.241724590163933,19.274,-1.807,74
731,730,25.276349726775955,14.88,-3.885,71
732,731,25.31097486338798,15.206,-1.723,74
733,732,25.3456,20.778,-1.866,81
734,733,25.380225136612022,27.377,-0.387,74
735,734,25.414850273224044,29.002,-1.545,77
736,735,25.449475409836065,26.736,-0.575,74
737,736,25.484100546448087,18.273,-3.567,72
738,737,25.518725683060108,15.191,-3.726,73
739,738,25.553350819672133,14.756,-2.701,81
740,739,25.587975956284154,19.898,-3.33,73
741,740,25.622601092896176,25.016,-2.531,71
742,741,25.657226229508197,29.014,-0.551,88
743,742,25.69185136612022,27.106,0.134,76
744,743,25.72647650273224,20.728,-3.827,74
745,744,25.76110163934426,14.803,-0.725,72
746,745,25.795726775956286,15.488,-1.173,68
747,746,25.830351912568307,18.699,-2.127,76
748,747,25.86497704918033,26.711,-1.212,69
749,748,25.89960218579235,29.448,-2.389,74
750,749,25.93422732240437,27.014,-0.278,71
751,750,25.968852459016393,20.694,-0.829,58
752,751,26.003477595628414,15.741,-1.213,80
753,752,26.038102732240436,15.92,-2.359,68
754,753,26.07272786885246,19.925,-2.151,76
755,754,26.107353005464482,26.01,-1.111,58
756,755,26.141978142076503,26.187,-0.195,74
757,756,26.176603278688525,26.556,0.465,72
758,757,26.211228415300546,20.393,-3.624,66
759,758,26.245853551912568,15.079,-3.521,75
760,759,26.28047868852459,14.157,-2.566,75
761,760,26.315103825136614,18.045,-2.229,73
762,761,26.349728961748635,26.978,-3.214,74
763,762,26.384354098360657,28.555,-1.648,80
764,763,26.418979234972678,25.91,-0.634,69
765,764,26.4536043715847,22.354,-1.15,57
766,765,26.48822950819672,15.031,0.538,64
767,766,26.522854644808742,13.21,-1.278,80
768,767,26.557479781420763,17.821,-2.818,73
769,768,26.59210491803279,24.004,-1.939,78
770,769,26.62673005464481,27.984,-1.111,76
771,770,26.66135519125683,28.045,-0.426,76
772,771,26.695980327868853,22.476,-2.94,83
773,772,26.730605464480874,17.284,-1.73,76
774,773,26.765230601092895,14.687,-1.227,80
775,774,26.799855737704917,18.401,-0.146,73
776,775,26.83448087431694,24.556,-1.002,79
777,776,26.869106010928963,28.453,-1.932,79
778,777,26.903731147540984,28.012,-2.891,77
779,778,26.938356284153006,23.092,-1.222,79
780,779,26.972981420765027,16.301,-2.369,67
781,780,27.00760655737705,14.82,-1.339,78
782,781,27.04223169398907,18.221,-0.854,64
783,782,27.07685683060109,21.766,-1.364,71
784,783,27.111481967213116,28.47,-1.223,74
785,784,27.146107103825138,27.433,0.435,77
786,785,27.18073224043716,22.031,-1.949,76
787,786,27.21535737704918,17.566,-3.751,75
788,787,27.2499825136612,15.395,-1.19,72
789,788,27.284607650273223,15.709,-3.188,84
790,789,27.319232786885244,21.181,-0.745,75
791,790,27.35385792349727,26.524,0.198,75
792,791,27.38848306010929,27.639,-0.16,76
793,792,27.423108196721312,24.29,-2.417,84
794,793,27.457733333333334,15.405,-1.149,60
795,794,27.492358469945355,14.362,-2.855,77
796,795,27.526983606557376,17.354,-1.466,77
797,796,27.561608743169398,21.87,-0.692,70
798,797,27.596233879781423,27.253,0.264,77
799,798,27.630859016393444,28.091,-1.2,69
800,799,27.665484153005465,24.842,0.295,63
801,800,27.700109289617487,17.404,-2.276,72
802,801,27.734734426229508,15.604,-1.354,80
803,802,27.76935956284153,16.927,-0.615,73
804,803,27.80398469945355,23.228,-2.493,73
805,804,27.838609836065572,27.324,0.153,83
806,805,27.873234972677597,27.596,-3.602,68
807,806,27.90786010928962,23.62,-1.444,80
808,807,27.94248524590164,18.916,-0.953,75
809,808,27.97711038251366,15.068,-1.136,69
810,809,28.011735519125683,16.769,-1.256,68
811,810,28.046360655737704,21.599,-2.286,79
812,811,28.080985792349725,26.737,0.585,65
813,812,28.11561092896175,28.686,-1.768,78
814,813,28.150236065573772,23.702,-1.065,80
815,814,28.184861202185793,18.995,-0.973,73
816,815,28.219486338797815,14.19,-2.021,79
817,816,28.254111475409836,16.468,-0.79,81
818,817,28.288736612021857,22.063,-3.126,81
819,818,28.32336174863388,26.539,-0.181,75
820,819,28.3579868852459,28.145,-1.652,82
821,820,28.392612021857925,25.346,-0.511,76
822,821,28.427237158469946,19.74,-1.865,71
823,822,28.461862295081968,15.076,-0.671,68
824,823,28.49648743169399,16.134,-1.31,67
825,824,28.53111256830601,20.156,-2.384,70
826,825,28.565737704918032,27.236,-0.549,78
827,826,28.600362841530053,29.413,-1.265,79
828,827,28.634987978142078,25.891,-0.985,73
829,828,28.6696131147541,20.961,-3.387,74
830,829,28.70423825136612,15.268,-1.623,86
831,830,28.738863387978142,15.437,-1.9,80
832,831,28.773488524590164,18.87,-3.045,81
833,832,28.808113661202185,26.0,-2.601,79
834,833,28.842738797814206,28.074,-0.988,69
835,834,28.87736393442623,23.678,-2.837,78
836,835,28.911989071038253,18.495,-4.127,71
837,836,28.946614207650274,15.369,-1.274,75
838,837,28.981239344262296,16.552,-0.951,72
839,838,29.015864480874317,20.287,-1.111,82
840,839,29.05048961748634,24.942,-1.275,79
841,840,29.08511475409836,27.091,-2.094,71
842,841,29.11973989071038,24.224,-1.697,84
843,842,29.154365027322406,17.944,-2.688,75
844,843,29.188990163934427,15.508,-0.466,77
845,844,29.22361530054645,15.486,-1.206,80
846,845,29.25824043715847,17.99,-2.963,80
847,846,29.29286557377049,24.702,-1.913,71
848,847,29.327490710382513,28.02,-0.23,68
849,848,29.362115846994534,25.226,-1.292,75
850,849,29.39674098360656,20.728,-2.427,63
851,850,29.43136612021858,16.419,-2.798,79
852,851,29.465991256830602,15.945,-1.984,76
853,852,29.500616393442623,19.223,-2.589,78
854,853,29.535241530054645,25.118,-1.364,68
855,854,29.569866666666666,26.939,-2.411,76
856,855,29.604491803278687,26.278,0.156,72
857,856,29.63911693989071,20.237,-4.76,76
858,857,29.673742076502734,16.423,-2.064,85
859,858,29.708367213114755,15.972,-1.837,70
860,859,29.742992349726777,19.479,-1.116,73
861,860,29.777617486338798,22.788,-1.966,67
862,861,29.81224262295082,27.791,-1.287,73
863,862,29.84686775956284,24.814,0.166,71
864,863,29.881492896174862,21.932,-2.082,83
865,864,29.916118032786887,17.39,-1.141,82
866,865,29.95074316939891,15.39,-1.712,75
867,866,29.98536830601093,19.556,-1.475,79
868,867,30.01999344262295,25.368,-0.33,68
869,868,30.054618579234972,28.102,-2.971,69
870,869,30.089243715846994,26.984,-0.314,78
871,870,30.123868852459015,20.805,-0.677,76
872,871,30.15849398907104,16.841,-0.952,69
873,872,30.19311912568306,14.272,-0.474,80
874,873,30.227744262295083,17.718,-2.903,72
875,874,30.262369398907104,24.323,-1.43,79
876,875,30.296994535519126,28.824,-0.703,77
877,876,30.331619672131147,24.933,-1.727,71
878,877,30.36624480874317,23.666,-1.892,73
879,878,30.40086994535519,17.204,-2.401,78
880,879,30.435495081967215,14.423,-2.47,72
881,880,30.470120218579236,18.182,-0.995,71
882,881,30.504745355191258,22.805,-3.452,74
883,882,30.53937049180328,27.725,-1.897,78
884,883,30.5739956284153,25.573,-1.933,82
885,884,30.60862076502732,23.497,-3.275,80
886,885,30.643245901639343,17.619,-4.799,82
887,886,30.677871038251368,15.021,-0.945,79
888,887,30.71249617486339,17.81,-1.163,70
889,888,30.74712131147541,23.645,-1.305,75
890,889,30.781746448087432,27.511,-1.294,81
891,890,30.816371584699453,27.407,0.129,84
892,891,30.850996721311475,23.258,-1.544,77
893,892,30.885621857923496,18.067,-1.613,60
894,893,30.920246994535518,15.284,-0.7,77
895,894,30.954872131147543,17.633,-0.837,79
896,895,30.989497267759564,21.627,-2.466,79
897,896,31.024122404371585,26.081,-1.182,83
898,897,31.058747540983607,27.763,0.876,70
899,898,31.093372677595628,22.035,-3.317,71
900,899,31.12799781420765,16.881,-0.16,71
901,900,31.16262295081967,17.682,-3.447,69
902,901,31.197248087431696,18.194,-3.314,69
903,902,31.231873224043717,21.244,-1.538,73
904,903,31.26649836065574,25.899,-0.662,77
905,904,31.30112349726776,27.18,-2.541,64
906,905,31.33574863387978,23.907,-1.919,65
907,906,31.370373770491803,17.772,-3.374,76
908,907,31.404998907103824,13.97,-1.765,75
909,908,31.439624043715845,16.69,-2.418,83
910,909,31.47424918032787,21.061,-2.489,77
911,910,31.50887431693989,26.884,1.594,75
912,911,31.543499453551913,27.267,-1.853,85
913,912,31.578124590163934,25.149,-1.74,74
914,913,31.612749726775956,19.001,-2.373,76
915,914,31.647374863387977,16.515,-2.193,72
916,915,31.682,16.882,-2.521,68
917,916,31.716625136612024,22.422,-3.401,75
918,917,31.751250273224045,24.685,-1.271,84
919,918,31.785875409836066,27.508,-1.184,79
920,919,31.820500546448088,23.505,-2.266,78
921,920,31.85512568306011,19.312,-1.644,70
922,921,31.88975081967213,15.777,-1.203,78
923,922,31.924375956284152,16.732,-1.499,65
924,923,31.959001092896177,19.965,-2.122,76
925,924,31.993626229508198,25.225,1.126,82
926,925,32.028251366120216,28.361,0.381,75
927,926,32.06287650273224,24.362,0.49,70
928,927,32.097501639344266,20.153,-2.257,80
929,928,32.13212677595629,15.647,-3.081,78
930,929,32.16675191256831,15.16,-1.928,76
931,930,32.20137704918033,20.827,-4.483,62
932,931,32.23600218579235,24.626,-3.041,65
933,932,32.27062732240437,27.634,0.549,82
934,933,32.305252459016394,24.633,0.431,81
935,934,32.339877595628415,20.807,-1.144,77
936,935,32.37450273224044,15.262,-1.896,83
937,936,32.40912786885246,16.207,-1.315,71
938,937,32.44375300546448,19.346,-1.862,74
939,938,32.4783781420765,26.244,-1.886,70
940,939,32.51300327868852,28.268,0.579,76
941,940,32.547628415300544,25.25,-1.61,79
942,941,32.582253551912565,21.124,-1.203,78
943,942,32.616878688524594,15.877,-1.832,72
944,943,32.651503825136615,16.326,-1.205,74
945,944,32.686128961748636,19.286,-0.196,87
946,945,32.72075409836066,24.239,-2.117,73
947,946,32.75537923497268,27.779,-0.439,79
948,947,32.7900043715847,25.931,-1.642,72
949,948,32.82462950819672,21.233,-1.22,77
950,949,32.85925464480874,16.448,-2.157,76
951,950,32.893879781420765,15.337,-1.993,81
952,951,32.928504918032786,20.933,-2.08,70
953,952,32.96313005464481,24.884,-0.062,77
954,953,32.99775519125683,27.179,-1.322,78
955,954,33.03238032786885,25.848,-2.346,75
956,955,33.06700546448087,20.256,-2.144,75
957,956,33.10163060109289,18.134,-2.146,69
958,957,33.13625573770492,16.126,-1.241,76
959,958,33.17088087431694,19.139,-3.01,79
960,959,33.205506010928964,23.555,-0.53,86
961,960,33.240131147540986,27.606,-0.243,80
962,961,33.27475628415301,24.502,-2.904,75
963,962,33.30938142076503,20.875,-2.482,87
964,963,33.34400655737705,17.277,-1.093,77
965,964,33.37863169398907,13.782,-1.167,68
966,965,33.41325683060109,19.049,-1.013,69
967,966,33.447881967213114,24.309,-0.642,63
968,967,33.482507103825135,27.373,-3.102,77
969,968,33.51713224043716,25.559,-1.465,73
970,969,33.55175737704918,20.035,-1.647,78
971,970,33.5863825136612,16.408,-1.976,73
972,971,33.62100765027322,15.903,-2.913,85
973,972,33.65563278688525,18.748,-1.109,85
974,973,33.69025792349727,24.301,-0.712,72
975,974,33.72488306010929,28.873,2.165,79
976,975,33.75950819672131,25.789,-1.123,81
977,976,33.794133333333335,22.306,-0.911,70
978,977,33.828758469945356,16.258,-2.32,78
979,978,33.86338360655738,17.589,-3.004,73
980,979,33.8980087431694,17.659,-2.528,69
981,980,33.93263387978142,21.511,-3.038,78
982,981,33.96725901639344,26.918,-0.099,71
983,982,34.00188415300546,26.488,-1.103,77
984,983,34.036509289617484,20.786,-2.36,82
985,984,34.071134426229506,17.442,-3.159,71
986,985,34.10575956284153,15.968,-1.055,77
987,986,34.140384699453556,17.432,-2.252,73
988,987,34.17500983606558,22.865,-0.5,86
989,988,34.2096349726776,26.551,-0.656,69
990,989,34.24426010928962,26.666,0.156,81
991,990,34.27888524590164,22.756,-0.802,71
992,991,34.31351038251366,18.569,-1.685,78
993,992,34.348135519125684,15.357,-2.766,72
994,993,34.382760655737705,17.913,-2.067,79
995,994,34.41738579234973,22.111,-2.799,87
996,995,34.45201092896175,26.702,0.436,75
997,996,34.48663606557377,27.596,-0.323,77
998,997,34.52126120218579,22.436,-1.18,78
999,998,34.55588633879781,18.98,-3.528,80
1000,999,34.59051147540983,16.104,-1.067,75
1001,1000,34.625136612021855,17.693,-0.836,73
1002,1001,34.65976174863388,20.868,-0.286,80
1003,1002,34.694386885245905,25.393,-0.408,74
1004,1003,34.729012021857926,26.796,0.528,77
1005,1004,34.76363715846995,23.727,0.43,75
1006,1005,34.79826229508197,18.969,-0.83,74
1007,1006,34.83288743169399,16.257,-1.431,74
1008,1007,34.86751256830601,17.33,-1.69,81
1009,1008,34.90213770491803,21.717,-2.236,76
1010,1009,34.936762841530054,26.077,-0.944,79
1011,1010,34.971387978142076,26.355,0.722,72
1012,1011,35.0060131147541,23.939,0.248,73
1013,1012,35.04063825136612,19.122,-2.062,82
1014,1013,35.07526338797814,15.228,-2.371,81
1015,1014,35.10988852459016,16.641,-2.614,74
1016,1015,35.14451366120218,22.728,-1.553,79
1017,1016,35.17913879781421,25.088,-2.096,73
1018,1017,35.21376393442623,26.826,0.182,69
1019,1018,35.248389071038254,22.312,-1.15,83
1020,1019,35.283014207650275,19.797,-1.607,72
1021,1020,35.3176393442623,15.298,-0.26,81
1022,1021,35.35226448087432,16.528,-2.065,81
1023,1022,35.38688961748634,22.22,-1.224,70
1024,1023,35.42151475409836,25.003,-4.22,72
1025,1024,35.45613989071038,27.605,0.124,81
1026,1025,35.490765027322404,22.968,-3.539,80
1027,1026,35.525390163934425,20.093,-3.865,73
1028,1027,35.560015300546446,16.217,-0.968,69
1029,1028,35.59464043715847,17.102,-1.25,77
1030,1029,35.62926557377049,19.508,-3.127,77
1031,1030,35.66389071038251,25.878,-2.066,73
1032,1031,35.69851584699454,27.063,0.339,79
1033,1032,35.73314098360656,23.65,-2.683,78
1034,1033,35.76776612021858,19.55,-2.635,78
1035,1034,35.8023912568306,16.518,-2.159,67
1036,1035,35.837016393442624,19.873,-2.443,70
1037,1036,35.871641530054646,19.04,-2.459,71
1038,1037,35.90626666666667,25.498,-1.683,77
1039,1038,35.94089180327869,27.258,0.483,70
1040,1039,35.97551693989071,24.87,-1.458,85
1041,1040,36.01014207650273,20.651,-1.825,78
1042,1041,36.04476721311475,16.197,-2.109,73
1043,1042,36.079392349726774,17.106,-1.142,73
1044,1043,36.114017486338795,20.896,-1.008,82
1045,1044,36.14864262295082,23.954,-0.601,66
1046,1045,36.18326775956284,26.18,-1.948,75
1047,1046,36.21789289617487,23.84,0.13,64
1048,1047,36.25251803278689,21.386,-1.241,68
1049,1048,36.28714316939891,16.539,-0.824,78
1050,1049,36.32176830601093,16.927,0.055,67
1051,1050,36.35639344262295,19.13,-2.257,71
1052,1051,36.391018579234974,23.264,-4.663,69
1053,1052,36.425643715846995,26.945,0.354,68
1054,1053,36.460268852459016,25.093,-0.97,72
1055,1054,36.49489398907104,20.144,-2.196,66
1056,1055,36.52951912568306,17.123,-1.095,79
1057,1056,36.56414426229508,16.748,-2.772,75
1058,1057,36.5987693989071,21.618,-2.739,67
1059,1058,36.63339453551912,24.297,-2.967,76
1060,1059,36.668019672131145,27.117,-1.408,77
1061,1060,36.70264480874317,26.15,-1.759,73
1062,1061,36.737269945355195,23.052,-0.217,73
1063,1062,36.771895081967216,16.399,-3.828,80
1064,1063,36.80652021857924,17.72,-1.101,69
1065,1064,36.84114535519126,21.404,0.429,73
1066,1065,36.87577049180328,23.855,-1.12,70
1067,1066,36.9103956284153,26.774,-0.229,78
1068,1067,36.94502076502732,25.205,-1.899,82
1069,1068,36.979645901639344,21.596,-1.764,74
1070,1069,37.014271038251366,16.849,-2.075,78
1071,1070,37.04889617486339,16.869,-0.88,67
1072,1071,37.08352131147541,17.79,-1.824,77
1073,1072,37.11814644808743,23.472,0.256,79
1074,1073,37.15277158469945,27.117,-0.924,82
1075,1074,37.18739672131147,28.895,-4.368,70
1076,1075,37.2220218579235,22.207,0.544,73
1077,1076,37.25664699453552,18.316,-0.633,66
1078,1077,37.291272131147544,16.976,-2.281,70
1079,1078,37.325897267759565,18.444,-2.697,82
1080,1079,37.360522404371586,23.369,-1.454,78
1081,1080,37.39514754098361,26.096,0.003,72
1082,1081,37.42977267759563,26.278,-0.309,84
1083,1082,37.46439781420765,19.981,-2.906,75
1084,1083,37.49902295081967,18.915,-4.277,76
1085,1084,37.53364808743169,15.716,-2.725,65
1086,1085,37.568273224043715,19.878,-1.588,77
1087,1086,37.602898360655736,23.135,-2.009,77
1088,1087,37.63752349726776,26.23,-0.947,66
1089,1088,37.67214863387978,26.175,0.423,72
1090,1089,37.7067737704918,22.285,-2.593,76
1091,1090,37.74139890710383,17.647,-1.814,72
1092,1091,37.77602404371585,18.004,-1.196,72
1093,1092,37.81064918032787,19.133,-2.44,76
1094,1093,37.84527431693989,22.783,-1.962,82
1095,1094,37.879899453551914,28.989,-2.052,73
1096,1095,37.914524590163936,28.007,-0.995,75
1097,1096,37.94914972677596,22.138,-1.824,74
1098,1097,37.98377486338798,19.093,-1.501,79
1099,1098,38.0184,16.584,-0.998,68
1100,1099,38.05302513661202,18.527,-1.664,72
1101,1100,38.08765027322404,20.197,-2.922,81
1102,1101,38.122275409836064,25.78,-2.294,71
1103,1102,38.156900546448085,26.251,0.491,72
1104,1103,38.19152568306011,22.7,-2.697,69
1105,1104,38.22615081967213,18.902,-1.213,79
1106,1105,38.26077595628416,15.912,-1.074,71
1107,1106,38.29540109289618,18.042,-2.034,71
1108,1107,38.3300262295082,21.285,-4.183,76
1109,1108,38.36465136612022,25.883,-1.823,69
1110,1109,38.39927650273224,26.242,-1.03,73
1111,1110,38.43390163934426,23.99,-1.006,69
1112,1111,38.468526775956285,18.724,-2.272,78
1113,1112,38.503151912568306,16.763,-1.093,72
1114,1113,38.53777704918033,17.54,-2.41,70
1115,1114,38.57240218579235,22.489,-1.204,68
1116,1115,38.60702732240437,25.325,-2.232,69
1117,1116,38.64165245901639,27.913,-0.945,83
1118,1117,38.67627759562841,24.773,-3.691,74
1119,1118,38.710902732240434,20.021,-0.711,69
1120,1119,38.745527868852456,16.822,-1.418,79
1121,1120,38.780153005464484,17.133,-1.041,84
1122,1121,38.814778142076506,21.564,-0.789,68
1123,1122,38.84940327868853,24.83,0.115,74
1124,1123,38.88402841530055,26.717,-0.298,72
1125,1124,38.91865355191257,24.272,-4.599,75
1126,1125,38.95327868852459,21.495,-2.997,73
1127,1126,38.98790382513661,17.05,-1.054,77
1128,1127,39.022528961748634,17.966,-1.094,73
1129,1128,39.057154098360655,20.324,-2.334,60
1130,1129,39.09177923497268,23.791,-1.726,67
1131,1130,39.1264043715847,27.109,1.386,79
1132,1131,39.16102950819672,24.426,-1.104,68
1133,1132,39.19565464480874,20.924,-1.047,73
1134,1133,39.23027978142076,17.373,-0.928,69
1135,1134,39.264904918032784,17.759,-1.5,71
1136,1135,39.29953005464481,20.486,-0.634,71
1137,1136,39.33415519125683,23.117,-2.018,66
1138,1137,39.368780327868855,25.902,1.199,71
1139,1138,39.403405464480876,22.685,-3.288,69
1140,1139,39.4380306010929,19.909,-2.703,75
1141,1140,39.47265573770492,16.951,-3.325,75
1142,1141,39.50728087431694,18.87,-3.248,73
1143,1142,39.54190601092896,19.635,-1.497,68
1144,1143,39.57653114754098,24.423,-1.966,84
1145,1144,39.611156284153004,26.749,0.606,77
1146,1145,39.645781420765026,23.005,-1.245,77
1147,1146,39.68040655737705,22.116,-2.286,72
1148,1147,39.71503169398907,17.008,-2.667,67
1149,1148,39.74965683060109,17.803,-3.966,65
1150,1149,39.78428196721312,20.267,-2.588,81
1151,1150,39.81890710382514,24.426,-3.029,69
1152,1151,39.85353224043716,26.73,-1.418,71
1153,1152,39.88815737704918,26.716,-1.881,69
1154,1153,39.922782513661204,21.511,-4.009,67
1155,1154,39.957407650273225,15.866,-2.908,76
1156,1155,39.99203278688525,17.368,-1.034,64
1157,1156,40.02665792349727,19.561,-1.738,77
1158,1157,40.06128306010929,23.263,-1.095,78
1159,1158,40.09590819672131,26.766,0.069,72
1160,1159,40.13053333333333,23.369,-3.045,65
1161,1160,40.165158469945354,22.843,-2.048,71
1162,1161,40.199783606557375,17.739,-2.284,68
1163,1162,40.234408743169396,16.395,-1.937,77
1164,1163,40.26903387978142,19.068,-3.1,70
1165,1164,40.303659016393446,24.955,-1.866,68
1166,1165,40.33828415300547,27.405,-1.093,77
1167,1166,40.37290928961749,27.769,-4.461,71
1168,1167,40.40753442622951,21.364,-0.696,69
1169,1168,40.44215956284153,15.953,-2.58,79
1170,1169,40.47678469945355,16.407,0.161,68
1171,1170,40.511409836065575,19.977,-2.835,69
1172,1171,40.546034972677596,22.323,-0.82,67
1173,1172,40.58066010928962,25.121,-1.574,83
1174,1173,40.61528524590164,25.703,-0.746,74
1175,1174,40.64991038251366,22.219,-0.831,78
1176,1175,40.68453551912568,18.486,-2.338,75
1177,1176,40.7191606557377,15.556,-1.055,78
1178,1177,40.753785792349724,18.813,-0.456,76
1179,1178,40.788410928961746,21.602,-2.69,83
1180,1179,40.823036065573774,26.066,-2.278,72
1181,1180,40.857661202185795,26.519,-0.694,74
1182,1181,40.89228633879782,24.571,-2.019,81
1183,1182,40.92691147540984,17.773,-2.123,58
1184,1183,40.96153661202186,17.954,-1.475,73
1185,1184,40.99616174863388,18.967,-0.73,73
1186,1185,41.0307868852459,21.256,0.301,69
1187,1186,41.065412021857924,26.984,-1.963,71
1188,1187,41.100037158469945,23.887,-0.039,68
1189,1188,41.13466229508197,20.918,-1.91,70
1190,1189,41.16928743169399,18.805,-2.902,68
1191,1190,41.20391256830601,18.192,-2.642,74
1192,1191,41.23853770491803,17.655,-1.552,81
1193,1192,41.27316284153005,22.049,-2.941,78
